id,price,city,state,mileage,vin,msrp,make,model,year,depreciation,latitude,longitude
466,12988,Garner, NC,112126,4T1BF1FK8EU817170,23400,TOYOTA,Camry,2014,44.5,35.71,-78.61
467,18595,Tucson, AZ,44730,4T1BF1FK7EU382397,23400,TOYOTA,Camry,2014,20.53,32.22,-110.93
468,18599,Tucson, AZ,26032,JTMZFREV5EJ019420,23550,TOYOTA,RAV4,2014,21.02,32.22,-110.93
469,15471,Winston-Salem, NC,40490,JTDKN3DU7E0393074,28435,TOYOTA,PRIUS,2014,45.59,36.1,-80.24
470,15696,Scottsdale, AZ,32862,JTDKN3DU0E1861883,28435,TOYOTA,PRIUS,2014,44.8,33.51,-111.9
471,13999,Phoenix, AZ,37553,JTDKN3DU6E0358719,28435,TOYOTA,PRIUS,2014,50.77,33.45,-112.08
472,17999,Gastonia, NC,21996,JTMZFREV6EJ019975,23550,TOYOTA,RAV4,2014,23.57,35.26,-81.19
473,18288,Phoenix, AZ,31123,2T3ZFREV8EW099376,23550,TOYOTA,RAV4,2014,22.34,33.45,-112.08
474,14998,Merriam, KS,39902,JTDKN3DU2E1747254,28435,TOYOTA,PRIUS,2014,47.26,39.02,-94.69
475,12535,Winston-Salem, NC,80945,JTDKN3DU0E1749455,28435,TOYOTA,PRIUS,2014,55.92,36.1,-80.24
476,12995,Charlotte, NC,47832,5TFNX4CN1EX037685,17875,TOYOTA,Tacoma,2014,27.3,35.23,-80.84
477,16500,Charlotte, NC,45936,2T3BFREV9EW146741,24950,TOYOTA,RAV4,2014,33.87,35.23,-80.84
478,19453,Winston-Salem, NC,31427,2T3RFREV5EW178746,26400,TOYOTA,RAV4,2014,26.31,36.1,-80.24
479,18495,Greenville, NC,34577,JTMZFREV2ED035458,23550,TOYOTA,RAV4,2014,21.46,34.85,-82.4
480,17995,Charlotte, NC,28529,2T3WFREV0EW104105,25000,TOYOTA,RAV4,2014,28.02,35.23,-80.84
481,16200,Greensboro, NC,50291,2T3BFREV5EW208278,24950,TOYOTA,RAV4,2014,35.07,36.07,-79.79
482,19552,Chandler, AZ,15135,JTDKN3DU6E1785280,28435,TOYOTA,PRIUS,2014,31.24,33.31,-111.84
483,18697,Winston-Salem, NC,41788,2T3WFREV8EW119774,25000,TOYOTA,RAV4,2014,25.21,36.1,-80.24
484,19950,Wilmington, NC,23721,2T3WFREV3EW111551,25000,TOYOTA,RAV4,2014,20.2,39.75,-75.55
485,19999,Sanford, NC,27908,JTMWFREV2EJ021659,25000,TOYOTA,RAV4,2014,20.0,28.81,-81.27
486,16920,Chapel Hill, NC,59262,2T3WFREVXEW108260,25000,TOYOTA,RAV4,2014,32.32,35.91,-79.06
487,16500,Charlotte, NC,47750,JTMZFREV3EJ001515,23550,TOYOTA,RAV4,2014,29.94,35.23,-80.84
488,15995,Scottsdale, AZ,34000,JTDKN3DU6E0365735,28435,TOYOTA,PRIUS,2014,43.75,33.51,-111.9
489,18900,Raleigh, NC,35257,2T3WFREV8EW127535,25000,TOYOTA,RAV4,2014,24.4,35.78,-78.64
490,16897,Greensboro, NC,43039,JTMZFREV2ED036173,23550,TOYOTA,RAV4,2014,28.25,36.07,-79.79
491,16995,Cary, NC,42591,JTMZFREV6EJ002898,23550,TOYOTA,RAV4,2014,27.83,35.79,-78.78
492,13500,Locust, NC,65022,JTDKN3DUXE1814148,28435,TOYOTA,PRIUS,2014,52.52,43.42,-91.72
493,16999,Lawrence, KS,52666,2T3BFREV0EW127396,24950,TOYOTA,RAV4,2014,31.87,38.97,-95.24
494,16497,Raleigh, NC,21731,5TFNX4CN6EX032272,17875,TOYOTA,Tacoma,2014,7.71,35.78,-78.64
495,19110,Apache Junction, AZ,26677,2T3ZFREV3EW110767,23550,TOYOTA,RAV4,2014,18.85,33.41,-111.55
496,16595,Surprise, AZ,68939,JTMZFREV4ED033758,23550,TOYOTA,RAV4,2014,29.53,33.63,-112.37
497,14499,Raleigh, NC,54018,JTDKN3DU1E0378912,28435,TOYOTA,PRIUS,2014,49.01,35.78,-78.64
498,14994,Surprise, AZ,62832,JTDKN3DU0E1831542,28435,TOYOTA,PRIUS,2014,47.27,33.63,-112.37
499,13850,Phoenix, AZ,73526,JTDKN3DU3E1787696,28435,TOYOTA,PRIUS,2014,51.29,33.45,-112.08
500,15972,Salisbury, NC,56290,JTMBFREV6EJ009903,24950,TOYOTA,RAV4,2014,35.98,38.37,-75.6
501,16097,Phoenix, AZ,35294,JTDKN3DU1E0391238,28435,TOYOTA,PRIUS,2014,43.39,33.45,-112.08
502,19000,Boone, NC,30475,2T3RFREV8EW194682,26400,TOYOTA,RAV4,2014,28.03,36.22,-81.67
503,18573,Prescott, AZ,35851,2T3BFREVXEW201794,24950,TOYOTA,RAV4,2014,25.56,34.54,-112.47
504,16700,Avondale, AZ,50969,2T3WFREV0EW117808,25000,TOYOTA,RAV4,2014,33.2,33.44,-112.34
505,17398,Tucson, AZ,48814,JTDKN3DU2E1818243,28435,TOYOTA,PRIUS,2014,38.81,32.22,-110.93
506,23491,Topeka, KS,39306,2T3DFREV6EW191760,29720,TOYOTA,RAV4,2014,20.96,39.05,-95.68
507,22337,Wilmington, NC,42111,4T1BK1EB2EU097104,31340,TOYOTA,Avalon,2014,28.73,39.75,-75.55
508,29999,Tucson, AZ,22160,3TMJU4GN4EM158492,24660,TOYOTA,Tacoma,2014,-21.65,32.22,-110.93
509,26987,Kansas City, KS,62308,5TDYKRFH4ES017242,39640,TOYOTA,Highlander,2014,31.92,39.08,-94.56
510,25988,Huntersville, NC,63976,5TFLU4EN8EX092700,26905,TOYOTA,Tacoma,2014,3.41,35.41,-80.84
511,25995,Lake Havasu City, AZ,50812,5TFJX4GN0EX031319,23225,TOYOTA,Tacoma,2014,-11.93,34.47,-114.34
512,24995,Indian Trail, NC,84812,5TFLU4EN4EX094900,26905,TOYOTA,Tacoma,2014,7.1,35.08,-80.67
513,27997,Raleigh, NC,27710,5TFLU4EN8EX085939,26905,TOYOTA,Tacoma,2014,-4.06,35.78,-78.64
514,27994,Mesa, AZ,57876,5TFRY5F18EX157383,30965,TOYOTA,Tundra,2014,9.59,33.41,-111.83
515,26500,Apex, NC,83354,5TFEY5F15EX154407,33325,TOYOTA,Tundra,2014,20.48,35.73,-78.85
516,26971,Phoenix, AZ,44245,3TMLU4EN5EM151076,26905,TOYOTA,Tacoma,2014,-0.25,33.45,-112.08
517,23980,Cary, NC,98689,5TDKKRFHXES025013,36040,TOYOTA,Highlander,2014,33.46,35.79,-78.78
518,26587,Kansas City, KS,71926,5TDKKRFH4ES012080,36040,TOYOTA,Highlander,2014,26.23,39.08,-94.56
519,20900,Greensboro, NC,134837,5TFRY5F15EX148740,30965,TOYOTA,Tundra,2014,32.5,36.07,-79.79
520,23978,Madison, NC,49068,4T1BD1EB4EU024309,35555,TOYOTA,Avalon,2014,32.56,43.07,-89.38
521,22710,Durham, NC,28598,4T1BK1EB3EU115478,31340,TOYOTA,Avalon,2014,27.54,36.0,-78.9
522,29995,Jacksonville, NC,50640,5TFSY5F18EX160186,36940,TOYOTA,Tundra,2014,18.8,30.33,-81.66
523,29898,Fayetteville, NC,34763,5TFLU4EN4EX085789,26905,TOYOTA,Tacoma,2014,-11.12,36.06,-94.16
524,23000,Phoenix, AZ,20683,4T1BK1EB4EU094575,31340,TOYOTA,Avalon,2014,26.61,33.45,-112.08
525,30857,Tempe, AZ,38306,5TFEY5F16EX166971,33325,TOYOTA,Tundra,2014,7.41,33.41,-111.91
526,29620,Winston Salem, NC,31520,3TMMU4FN8EM066056,28285,TOYOTA,Tacoma,2014,-4.72,,
527,27500,Mount Airy, NC,62039,3TMLU4EN0EM156895,26905,TOYOTA,Tacoma,2014,-2.21,39.38,-77.15
528,20495,Concord, NC,58975,4T1BK1EB6EU099552,31340,TOYOTA,Avalon,2014,34.6,37.98,-122.03
529,27800,Raleigh, NC,55124,5TDYK3DCXES447832,33645,TOYOTA,Sienna,2014,17.37,35.78,-78.64
530,31994,Mesa, AZ,20886,5TDYKRFH3ES017491,39640,TOYOTA,Highlander,2014,19.29,33.41,-111.83
531,26995,Merriam, KS,67298,3TMLU4EN4EM146113,26905,TOYOTA,Tacoma,2014,-0.33,39.02,-94.69
532,15311,Chandler, AZ,60618,JTDKN3DU4E1736076,28435,TOYOTA,PRIUS,2014,46.15,33.31,-111.84
533,29333,Phoenix, AZ,50144,5TDJKRFH8ES050472,37500,TOYOTA,Highlander,2014,21.78,33.45,-112.08
534,26988,Salisbury, NC,69404,3TMLU4EN3EM161119,26905,TOYOTA,Tacoma,2014,-0.31,38.37,-75.6
